# EntrezGeneId,ABAGeneSymbol
257886,Olfr225
257889,Olfr132
257891,Olfr479
257892,Olfr324
257898,Olfr867
257900,Olfr1024
257909,Olfr735
257917,Olfr314
257932,Olfr332
257947,Olfr543
257962,Olfr222
257975,Olfr598
257978,Olfr1322
258039,Olfr728
258085,Olfr1105
258097,Olfr1500
258098,Olfr1490
258153,Olfr412
258160,Olfr685
258196,Olfr309
258203,Olfr1178
258248,Olfr576
258249,Olfr845
258272,Olfr1402
258273,Olfr1394
258275,Olfr729
258278,Olfr284
258279,Olfr846
258280,Olfr1366
258283,Olfr981
258287,Olfr125
258289,Olfr1324
258296,Olfr745
258300,Olfr1449
258302,Olfr420
258305,Olfr1356
258317,Olfr1145
258318,Olfr186
258327,Olfr958
258334,Olfr1396
258335,Olfr374
258336,Olfr77
258344,Olfr390
258351,Olfr633
258356,Olfr564
258357,Olfr574
258358,Olfr557
258360,Olfr731
258364,Olfr976
258371,Olfr368
258373,Olfr323
258380,Olfr461
258384,Olfr1350
258385,Olfr1323
258387,Olfr720
258391,Olfr1277
258393,Olfr1325
258395,Olfr1288
258405,Olfr1420
258412,Olfr877
258421,Olfr223
258437,Olfr450
258446,Olfr1231
258449,Olfr282
258459,Olfr1388
258460,Olfr1391
258465,Olfr1387
258481,Olfr137
258482,Olfr266
258484,Olfr1410
258486,Olfr730
258487,Olfr722
258498,Olfr148
258502,Olfr234
258506,Olfr95
258507,Olfr96
258511,Olfr523
258513,Olfr536
258526,Olfr1367
258527,Olfr1368
258528,Olfr1370
258531,Olfr315
258534,Olfr1361
258551,Olfr866
258552,Olfr868
258569,Olfr459
258570,Olfr1043
258577,Olfr1026
258579,Olfr1018
258581,Olfr1030
258584,Olfr1101
258593,Olfr700
258600,Olfr270
258601,Olfr984
258614,Olfr308
258616,Olfr357
258617,Olfr356
258618,Olfr355
258623,Olfr123
258639,Olfr1158
258640,Olfr152
258655,Olfr1112
258656,Olfr365
258658,Olfr734
258660,Olfr736
258670,Olfr820
258673,Olfr1428
258677,Olfr76
258678,Olfr1441
258693,Olfr1443
258704,Olfr411
258705,Olfr398
258715,Olfr421
258716,Olfr424
258717,Olfr429
258718,Olfr513
258726,Olfr599
258737,Olfr1316
258739,Olfr1362
258746,Olfr648
258747,Olfr1106
258749,Olfr556
258750,Olfr551
258753,Olfr678
258754,Olfr214
258755,Olfr672
258763,Olfr1104
258764,Olfr1099
258785,Olfr1230
258789,Olfr1271
258790,Olfr1263
258802,Olfr143
258805,Olfr1426
258810,Olfr665
258812,Olfr923
258816,Olfr466
258817,Olfr655
258818,Olfr629
258819,Olfr640
258820,Olfr1184
258825,Olfr975
258836,Olfr272
258843,Olfr1087
258851,Olfr1339
258853,Olfr982
258854,Olfr985
258858,Olfr371
258867,Olfr131
258877,Olfr1395
258881,Olfr1404
258886,Olfr1299
258914,Olfr211
258919,Olfr1179
258920,Olfr1180
258921,Olfr1188
258931,Olfr807
258933,Olfr796
258941,Olfr354
258954,Olfr522
258983,Olfr1260
258987,Olfr1270
258991,Olfr1496
258992,Olfr1494
259006,Olfr399
259012,Olfr1052
259015,Olfr1038
259017,Olfr1019
259031,Olfr1120
259034,Olfr705
259035,Olfr714
259038,Olfr283
259053,Olfr362
259057,Olfr649
259058,Olfr646
259063,Olfr691
259064,Olfr124
259067,Olfr449
259070,Olfr829
259072,Olfr686
259073,Olfr604
259074,Olfr1352
259075,Olfr641
259078,Olfr656
259083,Olfr547
259084,Olfr615
259085,Olfr610
259086,Olfr609
259088,Olfr639
259089,Olfr571
259093,Olfr572
259095,Olfr568
259096,Olfr561
259097,Olfr558
259099,Olfr676
259102,Olfr630
259103,Olfr616
259104,Olfr614
259106,Olfr552
259107,Olfr555
259172,Mfrp
259277,Klk8
259279,Tubgcp3
259300,Ehd2
259302,Srgap3
260296,Trim61
260298,Fev
260299,Igsf4c
260301,Otos
260302,Gga3
260305,Nphp4
260408,BC107230
260409,Cdc42ep3
260423,Hist1h3f
263406,Plekhg3
263764,Creg2
263803,Pkn3
263876,Spata2
264064,Cdk8
264134,Ttc26
266614,Ly6g5b
266620,Defb36
266632,Irak4
266645,Acmsd
266690,Cyb5r4
266692,Cpne1
266744,Gluld1
266781,Snx17
266815,Mill1
267019,Rps15a
268281,Shprh
268288,Gm623
268291,Ibrdc1
268294,Zbtb24
268297,Scml4
268301,Ankrd57
268345,Kcnc2
268354,AI851790
268373,Ppia
268379,Abca13
268390,1110064P04Rik
268391,A830031A19Rik
268395,Mpg
268396,Sh3pxd2b
268417,Zfp496
268420,Alkbh5
268448,Phf12
268451,Rab11fip4
268465,Eme1
268469,9530033F24Rik
268470,Ube2z
268480,Rapgefl1
268481,Krt222
268482,Krt12
268490,2600001B17Rik
268491,Gm1564
268498,E030025P04Rik
268510,Mgat5b
268512,Slc26a11
268513,D11Ertd759e
268515,Bahcc1
268527,Greb1
268534,Sntg2
268548,Gm666
268564,Zbtb1
268566,Gphn
268567,6330442E10Rik
268591,Serpina5
268652,Gm667
268656,Sptlc1
268663,BC040758
268670,Zfp759
268697,Ccnb1
268706,9130023D20Rik
268709,BC055107
268723,A830039N20Rik
268729,Frmpd2
268739,E130112L23Rik
268741,5730589K01Rik
268747,BC036313
268749,Rnf31
268752,Wdfy2
268755,A930011O12Rik
268756,Gulo
268759,9930012K11Rik
268777,A930012M17
268780,AU040377
268782,Agxt2
268783,Mtmr12
268807,8230402K04Rik
268816,Gm628
268822,Adck5
268857,D230007K08Rik
268859,A2bp1
268860,Abat
268878,Atp13a5
268880,AI480653
268882,Fbxo45
268890,Lsamp
268902,Robo2
268903,Nrip1
268905,Krtap13-1
268906,LOC268906
268930,Pkmyt1
268932,Caskin1
268933,Wdr24
268934,Grm4
268935,Scube3
268936,Brpf3
268939,LOC268939
268949,Dpcr1
268970,Arhgap28
268973,Card12
268977,Ltbp1
268980,Strn
268996,Ss18
269003,Sap130
269016,Sh3rf2
269019,Stk32a
269023,Zfp608
269033,4930503L19Rik
269037,Gm672
269053,Gpr152
269060,Nt5dc3
269061,5730453I16Rik
269063,Ms4a5
269094,D730002M21Rik
269109,Dpp10
269113,Nup54
269116,Nfasc
269120,Optc
269132,Glt25d2
269152,BC056349
269180,Inpp4a
269181,Mgat4a
269209,Stk36
269211,BC035947
269224,Pask
269233,9630050M13Rik
269245,E430033K04Rik
269252,Gtf3c4
269254,Setx
269261,Rpl12
269275,Acvr1c
269282,Myo3b
269295,Rtn4rl2
269328,Muc15
269336,Ccdc32
269338,Vps39
269344,Ell3
269346,Slc28a2
269356,Slc4a11
269374,LOC269374
269378,Ahcy
269397,Ss18l1
269400,Rtel1
269401,Gm632
269423,3110057O12Rik
269424,Phf17
269437,Plch1
269470,Wdr3
269472,BC027582
269473,Lrig2
269513,E130310K16Rik
269514,Fbxl4
269523,Vcp
269529,Fbxo10
269536,Tex10
269549,E030026I10Rik
269582,Clspn
269585,Zfp31
269589,Sytl1
269593,Luzp1
269604,Gpr157
269608,Plekhg5
269610,Chd5
269614,Pank4
269615,Plcl4
269623,C030048B08Rik
269629,Lhfpl3
269633,2810046M22Rik
269637,9630008K15Rik
269639,Zfp512
269642,1110038O08Rik
269643,Ppp2r2c
269676,Gm680
269682,Golga3
269683,E130006D01Rik
269693,Ccdc60
269695,Tmem118
269700,AU042671
269701,Wdr66
269702,Mphosph9
269704,Zfp664
269713,Cyln2
269717,Tmem142b
269739,BC022713
269784,Cntn4
269788,Lhfpl4
269799,Clec4a1
269800,Zfp384
269823,Pon3
269831,Tspan12
269854,Nat14
269855,A430110N23Rik
269862,Olfr1349
269870,Zfp446
269878,Megf8
269881,Map3k10
269899,Gm682
269902,D430014M15
269911,LOC269911
269941,Chsy1
269947,BC028450
269951,Idh2
269952,D330012F22Rik
269954,1700111A04Rik
269955,Rccd1
269956,BC011210
269959,Adamtsl3
269994,Gsg1l
269999,Tmem142c
270004,Foxi2
270028,Tmem28
270035,D030041N04Rik
270049,4930431L04Rik
270058,Mtap1s
270066,6030458H05
270076,Gcdh
270084,Aytl1
270086,Ogfod1
270091,Lrrc36
270096,Mon1b
270097,AI427515
270106,Rpl13
270109,E330039K12Rik
270118,Maml2
270120,Fat3
270135,BC038156
270151,BC034204
270152,Amica1
270156,AU019823
270157,Gm684
270160,Rab39
270162,Elmod1
270163,Myo9a
270166,Clpx
270185,BC043934
270190,Ephb1
270192,Rab6b
270198,Pfkfb4
270201,Klhl18
270210,Zfp651
270599,Gm648
270624,9630042H07Rik
270627,Taf1
270669,Mbtps2
270672,Map3k15
270685,Mthfd1l
270711,4732454E20Rik
270757,Bpil2
270764,LOC270764
270802,BC048403
270893,Tmem132e
270906,Prr11
270947,Dnai2
271005,Klhdc1
271036,4932415G16Rik
271047,Serpina3b
271127,Adamts16
271144,9330128J19Rik
271209,Rp1hl1
271221,5031414D18Rik
271278,BC024139
271305,Phf21b
271375,Cd200r2
271424,Ihpk3
271457,Rab5a
271564,Vps13a
271639,Sacy
271697,Als2cr7
271711,Tmem169
271786,Galnt13
271813,Agbl2
271842,Rpusd2
271844,Pla2g4f
271849,Shc4
271887,BC066135
271970,Arsj
271981,A630047E20Rik
272009,Srrp
272027,BC057893
272031,E130309F12Rik
272158,Poln
272347,Zfp398
272350,LOC272350
272359,Irf2bp1
272381,Lrrc4b
272382,Spib
272396,Tarsl2
272411,B3gnt6
272428,C730027J19Rik
272465,Gm687
272538,AW413431
272551,4833427B12Rik
272589,Lrrc35
272636,D9Ertd280e
272643,Tessp3
272661,LOC272661
272667,4930513D10Rik
272680,LOC272680
272714,LOC272714
272723,GA_x5J8B7TQSKC-412-5
272763,Gm686
272790,Magee2
276770,Eif5a
276829,D130058I21Rik
276846,Pigs
276852,D11Wsu47e
276891,Timd4
276905,Armc7
276919,Gemin4
276920,Ccdc42
276952,Rasl10b
277010,Marveld1
277133,Dock5
277154,BC030046
277250,Jmjd1b
277328,Trpa1
277333,MGC68323
277343,Wfdc8
277345,Wfdc16
277353,Tcfl5
277360,Setd6
277385,LOC277385
277395,A130030D10Rik
277396,Klhl23
277414,Trp53i11
277463,AI790205
277468,Slc39a12
277496,4930526D03Rik
277506,LOC277506
277744,Gm694
277753,Cyp4a12
277773,BC049635
277795,LOC277795
277854,Depdc5
277860,LOC277860
277898,9830102E05Rik
277899,Gm725
277923,LOC277923
277939,AU020772
277973,Slc9a5
277978,Exoc3l
278097,Armcx6
278180,Vsig4
278255,BC049702
278279,Tmtc2
278304,A930006D11Rik
278507,Wfikkn2
278668,LOC278668
278672,1110051B16Rik
278757,LOC278757
278795,Gm705
278932,8030443D09Rik
279028,Adamts13
279029,Gm711
279056,LOC279056
279499,Kctd19
279561,Wnk3
279572,Tlr13
279766,Rhbdd3
280287,Kiss1
280408,Rilp
280621,BC089491
280635,Emilin3
280640,LOC280640
280645,B3gat2
280662,Afm
280667,Adam1b
280668,Adam1a
282619,Sbsn
282663,Serpinb1b
286940,Flnb
317653,Klk14
317717,Sec22a
317750,Slc24a5
317755,Zar1
317757,Gimap5
317758,Gimap9
319146,Ifnz
319158,Hist1h4i
319162,Hist3h2a
319164,Hist1h2ac
319167,Hist1h2ag
319179,Hist1h2be
319181,Hist1h2bg
319188,Hist1h2bp
319189,Hist2h2bb
319195,Rpl17
319196,Ankrd5
319197,Gpr4
319202,1200016E24Rik
319207,4921509E05Rik
319210,4930518C23Rik
319211,Nol4
319213,4930579C12Rik
319214,4931403F16Rik
319217,4933425M15Rik
319228,6430709H04Rik
319229,Sctr
319235,9130204K15Rik
319236,9230105E10Rik
319239,Npsr1
319245,9430097D07Rik
319247,9530080O11Rik
319259,9930021D14Rik
319262,Fchsd1
319263,Pcmtd1
319266,A130010J15Rik
319277,A230046K03Rik
319278,A230050P20Rik
319281,A330044P14Rik
319293,A530099J19Rik
319301,A730027B03Rik
319317,A930034L06Rik
319321,B230220N19Rik
319322,Sf3b2
319352,C530028O21Rik
319357,C530043A13Rik
319361,C630028L02Rik
319362,C730034F03Rik
319370,1110014K08Rik
319387,Lphn3
319388,D230002A01Rik
319402,D330041B21Rik
319412,D830013H23Rik
319423,D930031A20Rik
319430,Gpr77
319446,Dpep2
319448,Fndc3a
319453,6330581N18Rik
319455,Pld5
319463,C230057M02Rik
319468,Ppm1h
319470,C530025M09Rik
319472,9330158H04Rik
319475,Zfp672
319476,Lrtm1
319477,6030419C18Rik
319478,Cxxc4
319480,Itga11
319481,Wdr59
319482,9530053A07Rik
319486,A430057M04Rik
319487,A230028O05Rik
319493,A430078G23Rik
319503,9930038B18Rik
319504,C130076O07Rik
319508,Syt15
319513,A930025D01Rik
319517,6430510M02Rik
319518,4930402E16Rik
319520,Dusp4
319522,D930046H04Rik
319526,F730015K02Rik
319527,B230325K18Rik
319530,Zfp750
319535,Zfp182
319544,B430217B02Rik
319545,D430020J02Rik
319552,B230216G23Rik
319554,Idi1
319555,A230063L24Rik
319556,A330041J22Rik
319562,9630028B13Rik
319564,C230012O17Rik
319565,Syne2
319574,9330133O14Rik
319579,9230107O10Rik
319581,Xkr5
319582,6430573F11Rik
319583,Lig4
319586,Brunol5
319587,8030475D13Rik
319590,A730018C14Rik
319593,D130011D22Rik
319594,Hif1an
319598,B230396K10Rik
319601,Zfp653
319604,B930006L02Rik
319609,9330132A10Rik
319613,5730410E15Rik
319615,6330416L07Rik
319618,Dcp1b
319625,Galm
319630,A130014H13Rik
319634,Efcab5
319636,Fsd1l
319637,A430072C10Rik
319638,Nt5dc1
319641,C230008H04Rik
319642,Rab9b
319651,Usp37
319653,B230315F11Rik
319655,Podxl2
319660,A530016O06Rik
319665,A430010J10Rik
319670,Eml5
319675,5830418K08Rik
319678,D430040D24Rik
319688,5930422O12Rik
319689,E030031F02Rik
319695,Ankar
319701,A630050E13Rik
319710,Frmd6
319712,C230013L11Rik
319713,Ablim3
319719,4732471D19Rik
319721,C030002J06Rik
319727,A330035P11Rik
319734,Cacna2d4
319737,D130051D11Rik
319738,A730020M07Rik
319740,Zfyve27
319742,A530065I17Rik
319743,9630013D21Rik
319748,6430526N21Rik
319749,C230078M08Rik
319752,B230209E15Rik
319757,Smo
319758,Rfxdc2
319765,Igf2bp2
319767,9030605H24Rik
319772,C130050O18Rik
319776,C230095G01Rik
319792,9130023H24Rik
319800,C730048C13Rik
319801,9630033F20Rik
319803,A430090L17Rik
319804,Glt1d1
319807,3110047P20Rik
319817,Mnab
319818,A930011G23Rik
319819,4932435O22Rik
319822,Smyd4
319825,D630013G24Rik
319829,9330154K18Rik
319831,5031434C07Rik
319832,6332401O19Rik
319836,E430029J22Rik
319839,A530020G20Rik
319845,E130103I17Rik
319847,E130010M05Rik
319848,9130214H05Rik
319850,6430590A10Rik
319859,E030011O05Rik
319865,E130114P18Rik
319875,Tmprss11b
319876,Cobll1
319880,Tmcc3
319885,Zcchc7
319887,E030030I06Rik
319888,5330437I02Rik
319890,9330120H11Rik
319893,A230057D06Rik
319895,C130052G03Rik
319899,C330023D02Rik
319901,9330132E09Rik
319909,5430433G21Rik
319911,D830024N08Rik
319912,A630012P03Rik
319914,D630021H01Rik
319922,Vwc2
319924,Apba1
319929,A630076J17Rik
319930,Ceacam19
319934,Sbf2
319935,A230059G12Rik
319939,Tns3
319942,A530016L24Rik
319945,Flad1
319953,Ttll1
319963,9330119M13Rik
319965,Cc2d1b
319974,Auts2
319977,A530079E22Rik
319984,Jph4
319990,C730014E05Rik
319991,Kif6
319996,Casc4
319997,A630001G21Rik
319998,A230078I05Rik
320001,E230015B07Rik
320004,A930002H24Rik
320007,Sidt1
320011,Ugcgl1
320012,B930023M13Rik
320019,7530420F21Rik
320021,C430042M11Rik
320022,Ccdc79
320024,Aadacl1
320027,Fstl4
320038,Dlx6os1
320040,9930039A11Rik
320047,4833444G19Rik
320051,Exph5
320055,F830001A07Rik
320063,B230354K17Rik
320078,Olfml2b
320080,Zbtb39
320082,E330009P21Rik
320091,Tmem16d
320095,6430550D23Rik
320099,B630019A10Rik
320100,Tnfrsf19l
320103,A730080H06Rik
320106,9330158F14Rik
320110,B230369F24Rik
320111,9630019K15Rik
320116,C030019I05Rik
320118,Fbxl13
320119,Rps6kc1
320127,Dgki
320129,Adrbk2
320133,6030445D17Rik
320135,BC049715
320138,A130050O07Rik
320139,Ptpn7
320145,Sp8
320148,B430306N03Rik
320150,Zdhhc17
320158,Zmat4
320159,4632412N22Rik
320162,Ccdc45
320165,Tacc1
320169,D330022A01Rik
320181,Fndc7
320183,Msrb3
320184,Lrrc58
320187,E230001N04Rik
320189,9430076C15Rik
320191,Hook3
320193,B430203M17Rik
320197,D830046C22Rik
320201,4930412M03Rik
320202,Lefty2
320203,C130071C03Rik
320204,4833442J19Rik
320207,Pik3r5
320208,A830041P22Rik
320209,Ddx11
320213,Senp5
320214,4932425I24Rik
320220,C130096N06Rik
320224,F830004M19Rik
320226,4930473A06Rik
320230,C130023O10Rik
320234,Ccdc66
320236,A730037L19Rik
320237,6330419J24Rik
320244,Ttll5
320249,D130009I18Rik
320253,March3
320255,C230029D21Rik
320256,Dlec1
320262,A830073O21Rik
320264,6030470M02Rik
320266,D130060J02Rik
320267,Fubp3
320268,B930095G15Rik
320269,D030063F01Rik
320271,A930041I02Rik
320277,C230086A09Rik
320289,B830004H01Rik
320292,Rasgef1b
320295,C920006O11Rik
320299,Iqcb1
320302,Glt28d2
320305,9530009G21Rik
320309,1520401A03Rik
320311,Rnf152
320312,A430035B10Rik
320319,E330018D03Rik
320321,9430077A04Rik
320323,A930038B10Rik
320333,D830030K20Rik
320336,9030227G01Rik
320339,6720469N11Rik
320343,Lypd6
320351,D230037D09Rik
320352,E230002P03Rik
320355,D930038D03Rik
320360,Ric3
320365,Fry
320366,A630082N15Rik
320376,Bcorl1
320377,9330175E14Rik
320379,D630028G08Rik
320383,B230317F23Rik
320387,D930030O05Rik
320394,Cenpt
320398,Lrig3
320399,C230009H10Rik
320400,A330023F24Rik
320404,Itpkb
320405,Cadps2
320407,Klri2
320411,A730089K16Rik
320415,Gchfr
320429,Lba1
320435,5830482F20Rik
320440,9530091C08Rik
320448,G630041M05Rik
320452,P4ha3
320454,9930032O22Rik
320456,B330016D10Rik
320458,9130206I24Rik
320460,A830006F12Rik
320463,F630111L10Rik
320469,9930014A18Rik
320473,A230048G03Rik
320474,E030042O20Rik
320478,B230215L15Rik
320484,A430107D22Rik
320485,B230312C02Rik
320487,D930036F22Rik
320489,C530050E15Rik
320491,A830054O04Rik
320492,A830018L16Rik
320493,C330049O21Rik
320500,A930001M12Rik
320502,Lmod3
320504,5930403N24Rik
320506,Lmbrd2
320508,Cachd1
320509,9930022D16Rik
320522,A830053O21Rik
320528,Vps13c
320534,Tmem104
320538,D130059P03Rik
320541,A530082C11Rik
320549,D5Ertd577e
320551,B430209F14Rik
320554,Tcp11l1
320560,D030011O10Rik
320563,Islr2
320566,A830029E22Rik
320571,4930417M19Rik
320580,A930025A13Rik
320581,4833405L16Rik
320582,4833432P19Rik
320585,5730405G21Rik
320587,A230069A22Rik
320590,9430071P14Rik
320594,9130004C02Rik
320595,Phf8
320600,A930104D05Rik
320604,A730037C10Rik
320609,D330017J20Rik
320611,9230101K24Rik
320613,B930086A06Rik
320615,Dopey1
320616,B130006D01Rik
320621,D830044D21Rik
320631,Abca15
320632,Ascc3l1
320633,Zbtb26
320634,Ocrl
320635,Cyb5r2
320640,9530098N22Rik
320650,9530056K15Rik
320651,A630018G05Rik
320652,A730055L17Rik
320655,Perld1
320659,A630031M04Rik
320661,D5Ertd579e
320662,Casc1
320664,F730031O20Rik
320671,D130079A08Rik
320678,A930037G23Rik
320679,Samd12
320680,G630064H08Rik
320683,Zfp629
320685,Dctd
320687,A130004G07Rik
320696,4932413O14Rik
320700,A930033H14Rik
320701,C130034I18Rik
320703,B230340J04Rik
320705,B230209C24Rik
320706,9830001H06Rik
320707,Atp2b3
320709,Tmem117
320711,9830147P19Rik
320712,Abi3bp
320713,Mysm1
320714,D030016E14Rik
320715,C530043K16Rik
320717,Pptc7
320718,Slc26a9
320720,Fastkd1
320723,B230220B15Rik
320727,Ipo8
320734,C920008G01Rik
320736,E130203B14Rik
320743,A630005I04Rik
320747,Lrrn6d
320751,D830014E11Rik
320753,9630011N22Rik
320756,9330155M09Rik
320757,A630052C17Rik
320769,Prdx6-rs1
320772,Mamdc1
320775,B230319C09Rik
320782,Tmem154
320786,B430006D22Rik
320790,Chd7
320795,Pkn1
320799,Zhx3
320800,9230112E08Rik
320802,6330512M04Rik
320803,C130022M03Rik
320806,Gfm2
320808,Wdr22
320816,Ankrd16
320817,D530031C13Rik
320825,E130306M17Rik
320827,C530008M17Rik
320832,Sirpb1
320835,B230362M20Rik
320840,Negr1
320844,Amigo3
320852,9330109E03Rik
320854,9030203C11Rik
320858,D930040M24Rik
320864,Krt26
320865,B230220E17Rik
320869,4732415M23Rik
320871,B230206H07Rik
320873,Cdh10
320874,D930030D11Rik
320875,A830023I12Rik
320878,Mical2
320890,E130016E03Rik
320891,C130070B15Rik
320895,C030025P15Rik
320898,A430107P09Rik
320902,A730020E08Rik
320910,Itgb8
320913,A630098A13Rik
320916,C530024P05Rik
320923,4933424A10Rik
320924,Ccbe1
320938,Tnpo3
320940,Atp11c
320949,D830039M14Rik
320950,9330104G04Rik
320951,Pisd
320952,A730013G03Rik
320962,B130040O20Rik
320966,B530045E10Rik
320974,B430119L13Rik
320981,Enpp6
320982,Arl4c
320995,Rfxdc1
320997,4732474A20Rik
320999,9530019H20Rik
321000,4933421E11Rik
321003,Xpnpep3
321006,B930007L02Rik
321007,Serac1
321008,6330408A02Rik
321010,1700006J14Rik
321015,5330439B14Rik
321018,Serpina4-ps1
321019,Ebi2
321022,Cdv3
326618,Tpm4
326622,Upf2
326623,Tnfsf15
327655,Hisppd2a
327728,9230106D20Rik
327744,E130307A14Rik
327747,9030224M15Rik
327749,C230040G06
327760,4930565A17
327762,Dna2l
327766,Tmem26
327799,Usp44
327814,Ppfia2
327824,5330438D12Rik
327826,Frs2
327857,A330087I24
327860,A930010I02
327872,4932416E17
327900,9630054F20Rik
327936,Gm799
327942,Pigl
327946,A730013G04
327951,Gm740
327954,Dnhd3
327956,Vmo1
327957,A430084P05Rik
327958,A330068P14Rik
327959,Fbxo39
327963,LOC327963
327978,Slfn5
327987,Thrap1
327992,Gm739
328014,LOC328014
328019,4933400C05Rik
328035,Fads6
328059,Slc7a15
328061,4931412M21
328069,D930042L22
328079,D030072B18Rik
328092,6530401N04Rik
328108,A430041B07Rik
328110,Prpf39
328121,Gm804
328133,Slc39a9
328136,Gm805
328162,6720458F09Rik
328187,A630043P06
328190,A530046M15
328231,A030008J09
328232,Gfod1
328233,C230040D14
328234,Rnf182
328235,A730030A06
328245,E030007A22
328250,Gm806
328258,AU042651
328264,A030007L22
328274,Zfp459
328280,LOC328280
328314,B230311A21
328316,LOC328316
328320,Gm807
328325,4932411K12Rik
328329,Mast4
328330,D130037M23Rik
328354,C630025C03
328362,B930071L05
328365,Rai17
328369,LOC328369
328370,Rft1
328381,Sh2d4b
328385,D330046F09Rik
328401,Rnase9
328417,Parp4
328424,Kcnrg
328426,Gm810
328440,Npm2
328479,6530402A20
328505,C130057D23Rik
328531,9330182O14Rik
328547,A830008O07Rik
328561,9130218O11Rik
328563,A330102K04Rik
328572,Ep300
328573,4930407I10Rik
328577,7530416G11Rik
328579,B230214G05
328594,D630010B17Rik
328602,LOC328602
328643,BC052055
328644,LOC328644
328657,Gm1968
328747,C330048F19
328766,4933430A09
328778,Rab26
328780,Prss34
328783,BC052484
328788,Gm749
328795,Ubash3a
328801,Zfp414
328830,A530064D06Rik
328833,Treml2
328835,D130084M03Rik
328837,C330011F03
328839,A130033B22
328855,E330032C10
328918,C230097I24Rik
328919,9530053H22
328949,Mcc
328953,A730092B10
328967,4933429F08Rik
328971,A230091H23Rik
328977,Zfp532
328983,A730085E03Rik
328993,6330513E13
329002,Zfp236
329003,Zfp516
329015,1810013C15Rik
329047,Gm815
329056,A830019P07Rik
329064,Pkd2l1
329065,Scd4
329070,C230050L11
329093,Cpa6
329095,D430013K02
329101,D030040B21
329152,Hecw2
329154,Ankrd44
329159,9130227L01Rik
329160,B530002L08
329165,Abi2
329173,AW046396
329188,Gm816
329207,Gm817
329240,B230209K01Rik
329248,LOC329248
329251,Ppp1r12b
329252,Lgr6
329253,6530439I21
329257,LOC329257
329260,BC042698
329271,C230024C17
329274,A230106N23
329278,Tnn
329302,LOC329302
329324,Syt14
329333,B230218O03
329360,Gm757
329362,Lcn6
329366,4932418E24Rik
329369,5730588L14Rik
329371,6430548G04
329375,1700101E01Rik
329384,Ptrh1
329385,C130021I20Rik
329414,LOC329414
329421,Myo3b
329428,LOC329428
329430,A330043C09Rik
329436,A830093M07
329470,2610203E10Rik
329482,Dcdc5
329483,9330126M15
329496,C230060E24
329502,Pla2g4e
329504,Lcmt2
329506,Ctdspl2
329509,1810024B03Rik
329513,A730036I17Rik
329514,9430083I22
329540,8430427H17Rik
329541,A630008I04
329547,Bpi
329554,Gm826
329559,Zfp335
329562,A530013C23Rik
329581,Birc7
329626,A930011G24
329628,Fat4
329633,4932443G14
329636,A630062H14
329639,A530017F20
329641,6030405A18Rik
329659,E130311K13Rik
329679,D630023B12Rik
329687,Gm761
329693,Fcrl5
329695,D030034H08
329716,BC107364
329727,Dennd2c
329731,7530404M11Rik
329735,4933431E20Rik
329738,4921525H12Rik
329739,B430201A12Rik
329763,D830013H12
329777,Pigk
329780,9330178D15
329795,Tmem67
329797,D930021N14
329814,4931422A14
329828,AI464131
329831,4833436C18Rik
329839,Gm829
329841,Tbc1d2
329844,C630028M04Rik
329858,A530080P10
329872,Frem1
329876,A930009N24
329877,1700065A05Rik
329892,Gm830
329908,Usp24
329909,Tmem61
329910,Acot11
329918,A030013N09Rik
329919,A430070M19
329941,Col8a2
329950,Gm831
329954,Catsper4
329966,Gm832
329972,Spata21
329977,Fhad1
330010,Ttll10
330050,AI847670
330053,4933427G23Rik
330064,Slc5a6
330086,D130065D13
330096,D830007B15Rik
330097,LOC330097
330122,Gm1960
330132,A430057O09
330146,4930458A03Rik
330149,Hfm1
330157,F830003B07
330164,C130026L21Rik
330166,A230057G18Rik
330171,Kctd10
330173,2610524H06Rik
330177,Taok3
330183,G630008E18
330188,Ccdc63
330189,BC022593
330190,Gm836
330192,Vps37b
330216,BC038925
330217,Gal3st4
330222,Sdk1
330228,4933411G11Rik
330241,A730013O20Rik
330260,Pon2
330267,Gm837
330277,BC048651
330283,9430029A11Rik
330286,D630045J12Rik
330301,Zfp786
330305,A630038D02
330323,C330043M08Rik
330336,6230405M12Rik
330350,9130221F21
330355,Dnahc6
330361,AW146020
330369,Fbxo41
330385,9530026P05Rik
330401,Tmcc1
330402,D030044L04Rik
330403,C630010N09
330406,B4galnt3
330409,Cecr2
330426,4921513H07Rik
330427,9330102E08Rik
330428,D630042F21Rik
330440,Gm766
330450,Mlstd1
330460,BC022651
330463,Zfp78
330474,BC057627
330479,D830036C21Rik
330485,Tmem145
330490,Nalp9c
330502,Zfp82
330552,A230097C02
330554,6030441H18Rik
330566,4932443D20
330577,1700129I04Rik
330578,A530021J07
330594,AI452102
330599,LOC330599
330602,D930018N13
330609,Nup98
330627,Trim66
330631,9530064J02
330660,Btbd16
330662,Dock1
330677,Nctc1
330695,Ctxn1
330711,4932443I19
330721,Nek5
330723,Htra4
330767,1190028D05Rik
330776,LOC330776
330787,4732490P12
330788,D330038O06Rik
330790,Hapln4
330812,Rnf150
330814,Lphn1
330817,Dhps
330820,4933402J07Rik
330821,4933416K23
330828,A630085K21
330830,Gm770
330836,Slc7a6
330837,6030452D12Rik
330850,4732460I24
330890,Piwil4
330902,4930565O14
330908,Opcml
330914,Grit
330921,Gm846
330938,Dixdc1
330941,AI593442
